block	txid	date	address	exchangeRateStored
8983575	66	2019-11-23 01:03:33 UTC	200000000000000000000000000
8994895	48	2019-11-24 22:11:41 UTC	200000000000000000000000000
8994909	15	2019-11-24 22:13:38 UTC	200000000000000000000000000
8994934	48	2019-11-24 22:19:05 UTC	200000000000000000000000000
9000629	79	2019-11-25 21:14:29 UTC	200000000000000000000000000
9001299	76	2019-11-26 00:12:24 UTC	200000000000000000000000000
9011460	48	2019-11-27 19:21:01 UTC	200000000000000000000000000
9012359	80	2019-11-27 23:10:05 UTC	200000000000000000000000000
9012629	219	2019-11-28 00:18:54 UTC	200000000000000000000000000
9012643	129	2019-11-28 00:23:14 UTC	200000000000000000000000000
9012649	30	2019-11-28 00:25:00 UTC	200000000000000000000000000
9012651	118	2019-11-28 00:25:15 UTC	200000000000000000000000000
9012656	47	2019-11-28 00:27:03 UTC	200000000000000000000000000
9012660	145	2019-11-28 00:27:47 UTC	200000000000000000000000000
9012665	12	2019-11-28 00:29:22 UTC	200000000000000000000000000
9012669	2	2019-11-28 00:31:33 UTC	200000000000000000000000000
9012675	48	2019-11-28 00:32:20 UTC	200000000207921239687128712
9012691	18	2019-11-28 00:34:54 UTC	200000000207921239687128712
9012737	65	2019-11-28 00:46:25 UTC	200000001810638263485148514
9012756	119	2019-11-28 00:49:47 UTC	200000001810638263485148514
9012758	40	2019-11-28 00:51:26 UTC	200000001810638263485148514
9012768	102	2019-11-28 00:54:01 UTC	200000001810638263485148514
9012806	139	2019-11-28 01:06:50 UTC	200000001810638263485148514
9012813	30	2019-11-28 01:08:28 UTC	200000001810638263485148514
9012828	146	2019-11-28 01:12:37 UTC	200000004163023721497883819
9012830	100	2019-11-28 01:13:35 UTC	200000004163023721497883819
9012834	60	2019-11-28 01:14:37 UTC	200000004168964212466017552
9012859	96	2019-11-28 01:20:29 UTC	200000004193572953249211009
9012865	2	2019-11-28 01:22:16 UTC	200000004193572953249211009
9012877	105	2019-11-28 01:27:06 UTC	200000004193572953249211009
9012877	140	2019-11-28 01:27:06 UTC	200000004193572953249211009
9012881	176	2019-11-28 01:28:10 UTC	200000169511411857167555401
9012883	132	2019-11-28 01:28:53 UTC	200000172239028561346708362
9012885	80	2019-11-28 01:29:31 UTC	200000200637735702814825780
